,_id,cat,description,name,purchases_Y15/M08,purchases_Y15/M09,purchases_Y15/M10,purchases_Y15/M11
110,0251-000648-0000020-0040,"[""guys"",""tanks""]","This lightweight and soft scuba knit tank is perfect for keeping cool in the warmer months. Featuring a blue and green blurry design with black trim.
			95% polyester, 5% lycra
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0251-000648-0000020",Blue & Green Hallucination Tank,16.0,23.0,2.0,0.0
111,0251-000923-0007298-0001,"[""guys"",""graphic-tees""]","Keep it 100 in this sharp knit tee. Features a purple nebula print across the front. Complete with the 100 emojis scattered in print at the front.
			100% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0251-000923-0007298",100% Nebula Tee,58.0,70.0,6.0,0.0
112,0251-001097-0000002,"[""guys"",""graphic-tees""]","Let the good vibes roll in this tee. Made from soft jersey knit and featuring screen print diamond graphics with the text ""Good Vibes."" The graphics are filled with a purple galaxy print as a finishing touch.
			Self: 100% polyester; Contrast: 87% polyester, 10% rayon, 3% spandex
			Hand wash 
			Model wears size Medium
			Made in U.S.A.
			STYLE: 0251-001097-0000002",Good Vibes Gem Tee,2.0,5.0,0.0,0.0
113,0251-001679-0005036,"[""guys"",""graphic-tees""]","It can't bring happiness to everyone but cash does rule everything. This jersey knit tee boasts an indulgent gold foil print of the Great Seal at the front in white print at the sleeves. It's finished with a comfortable ribbed crewneck.
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0251-001679-0005036",Golden Foil Great Seal Tee,21.0,19.0,0.0,0.0
114,0256-001563-0001101,"[""guys"",""jackets-and-coats""]","Taking our favorite traits from denim and a hoodie, we‰Ûªve combined them to create this stylish jean jacket. Made with an extreme wash and featuring jersey knit sleeves with a matching adjustable drawstring hood. 
			2 front pockets; 2 front flap pockets
			85% cotton, 15% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0256-001563-0001101",Extreme Wash Hooded Jean Jacket,21.0,0.0,0.0,0.0
115,0268-000124-0000136,"[""guys"",""tanks""]","Never one to settle for the ordinary, this tank top is anything but boring. The jersey knit fabric displays black palm tree prints, heathered red trim and a front pocket.
			60% cotton, 40% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0268-000124-0000136",Palms O'Plenty Tank,6.0,0.0,0.0,0.0
116,0268-000124-0001253,"[""guys"",""tanks""]","This jersey knit tank is a step above the ordinary, featuring a black and white Aztec-inspired print design. Complete with a front solid black pocket.
			100% polyester
			Machine washable
			Model wears size Medium
			Imported
			STYLE: 0268-000124-0001253",Black & White Aztec Pocket Tank,3.0,0.0,0.0,0.0
117,0268-000124-0005039,"[""guys"",""tanks""]","The sun's out and it's time to kick back and relax in this jersey knit tank. Features a Hawaiian tropical fern pattern with pops of neon coral. Complete with black ribbed trim and a solid front pocket.
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0268-000124-0005039",Hawaiian Pocket Tank,0.0,0.0,0.0,0.0
118,0268-000124-0005041,"[""guys"",""tanks""]","Hey cabana boy, you forgot your tank. This is yours, right? Casual, soft slub jersey with a bright blue and neon orange palm print? Preppy accent pocket at the chest for an extra touch? Thought so.
			100% cotton
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0268-000124-0005041",Blue Tropics Tank,16.0,0.0,0.0,0.0
119,0268-000124-0005045,"[""guys"",""tanks""]","Guys, don't be afraid to add a pop of pink to your look--it's totally trending. Perfect for festival season and just sweltering hot days, this cool jersey ringer tank features bold stripes and color blocking for an electric style statement.
			60% cotton, 40% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0268-000124-0005045",Pink Pop Striped Ringer Tank,15.0,12.0,0.0,0.0
120,0268-001564-0000001,"[""guys"",""tanks""]","Party as if you were on a tropical vacation in this jersey knit tank. Featuring a colorful Rasta striped design with black ribbed trim.
			60% cotton, 40% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0268-001564-0000001",Caribbean Sunset Striped Tank,10.0,0.0,0.0,0.0
121,0269-000624-0000002,"[""guys"",""sweatshirts-and-hoodies"",""shortsleeve-and-sleeveless-sweatshirts""]","Boasting anything but the bare minimum, this knit hoodie aims to show off. Short sleeved, it's designed with a shattered glass-like galaxy print at the body and hood, mesh striped sleeves and ""99"" in bold print at the front.
			Drawstring hood
			Mesh sleeves
			100% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0269-000624-0000002",#99 Shattered Galaxy Hoodie,1.0,0.0,0.0,0.0
122,0269-000624-0000002-0010,"[""guys"",""sweatshirts-and-hoodies"",""shortsleeve-and-sleeveless-sweatshirts""]","Boasting anything but the bare minimum, this knit hoodie aims to show off. Short sleeved, it's designed with a shattered glass-like galaxy print at the body and hood, mesh striped sleeves and ""99"" in bold print at the front.
			Drawstring hood
			Mesh sleeves
			100% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0269-000624-0000002",#99 Shattered Galaxy Hoodie,10.0,8.0,1.0,0.0
123,0269-001564-0000003,"[""guys"",""sweatshirts-and-hoodies"",""hoodies""]","This lightweight knit hoodie is the ideal top for those chilly summer nights. Constructed with a soft jersey knit in marled gray, it features a Western print at the sleeves and across a kangaroo pouch pocket. 
			60% cotton, 40% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0269-001564-0000003",Static Western Print Hoodie,0.0,0.0,0.0,0.0
124,0269-001564-0000006,"[""guys"",""sweatshirts-and-hoodies"",""hoodies""]","Don't let a little chill hold you back. Step out with this comfortable knit hoodie, shirt-like in build and featuring a gray marbled print with a solid knit pocket.
			Drawstring hood
			Kangaroo pouch pocket
			100% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0269-001564-0000006",Marbled Knit Hoodie,1.0,0.0,0.0,0.0
125,0269-001564-0001111,"[""guys"",""sweatshirts-and-hoodies"",""hoodies""]","Go from the gym to the streets in this warm knit hoodie, featuring varsity striped short sleeves with a mesh overlay. Complete with a kangaroo front pocket and ribbed hem.
			60% cotton,  40% polyester
			Machine washable
			Model wears size Medium
			Imported
			STYLE: 0269-001564-0001111",Mesh Trim Short Sleeved Hoodie,0.0,0.0,0.0,0.0
126,0269-001564-0004444,"[""guys"",""sweatshirts-and-hoodies"",""hoodies""]","This warm knit hood features a mesh inset and raglan sleeves with Los Angeles screen printed across the front. Complete with a kangaroo pouch pocket and adjustable drawstring hood.
			Body: 60% cotton, 40% polyester; Front Body Top Layer: 100% polyester
			Machine washable
			Model wears size Medium
			Imported
			STYLE: 0269-001564-0004444",Los Angeles Mesh Hoodie,0.0,0.0,0.0,0.0
127,0269-001592-0000062,"[""uncategorised""]","Don‰Ûªt let the cold bring gameday down with this warm fleece Chicago Bulls sweatshirt. Features a contrasting team colored raglan top and team logo on the front.
			60% cotton, 40% polyester
			Machine wash
			Model wears size Medium
			Imported
			Officially licensed by the NBA
			STYLE: 0269-001592-0000062",Chicago Bulls Logo Fleece Sweatshirt,1.0,0.0,0.0,0.0
128,0270-000624-0004068,"[""guys"",""graphic-tees""]","Get on the edge of sporty street style with this long hem mesh tee. It features screen print ""99"" varsity numbering with Roman numerals on a sublimation print galaxy background. Stripes and a piece mesh hem finish off the look.
			100% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0270-000624-0004068",99 Galaxy Mesh Long Hem Tee,4.0,3.0,0.0,0.0
129,0270-001592-0009000,"[""guys"",""tanks""]","Hit the courts or the couch in this mesh tank. Featuring the Chicago Bulls logo at the front, the tank features screen print graphics of patriotic stars and stripes.
			100% polyester
			Machine wash 
			Model wears size Medium
			Imported
			Officially licensed by the NBA
			STYLE: 0270-001592-0009000",Chicago Bulls Americana Mesh Tank,14.0,0.0,0.0,0.0
130,0273-001592-0000012,"[""guys"",""tanks""]","You don't need game day to rep your favorite team. Rock this jersey knit tank any day of the week, featuring a screen print Aztec design at the front. Complete with the team logo at the center.
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			Officially licensed by the NBA
			STYLE: 0273-001592-0000012",Chicago Bulls Aztec Striped Tank,0.0,0.0,0.0,0.0
131,0276-000507-0005003-0031,"[""guys"",""graphic-tees""]","Shake off the damage from the work week and get ready for only good vibes this weekend. This jersey knit tee features screen print tropical and diamond designs at the front. Complete with the text ""Good Vibes.""
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0276-000507-0005003",Good Vibes Tropical Tee,10.0,11.0,9.0,35.0
132,0276-000507-0008326,"[""guys"",""graphic-tees""]","A twist on a cult classic, this jersey knit tee features the ""Parental Advisory"" logo in a reflective silver print. Relaxed build with short sleeves and a crewneck.
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0276-000507-0008326",Parental Advisory Reflective Tee,27.0,1.0,0.0,0.0
133,0276-001165-0000010,"[""guys"",""graphic-tees""]","Make it rain every day in this boss black graphic tee. Made of classic jersey, this tee features screen print graphics in bold colors for a modern urban statement.
			100% cotton
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0276-001165-0000010",Pay Day Every Day Tee,13.0,5.0,0.0,0.0
134,0276-001619-0000001,"[""guys"",""graphic-tees""]","A fun and unique graphic tee featuring a screen printed image of Marilyn Monroe with day of the dead inspired graphics. Screen printed graphics are in contrasting black and white colors.
			100% cotton
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0276-001619-0000001",Black Marilyn Monroe Day Of The Dead Tee,0.0,1.0,0.0,0.0
135,0276-001619-0000056,"[""guys"",""graphic-tees""]","The classic essential, this burgundy jersey knit tee is a casual staple. Designed with a screen-print image of ferns and the text ""Keep It 100"". Relaxed fit with a ribbed crewneck.
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0276-001619-0000056",Keep It 100 Fern Tee,2.0,0.0,0.0,0.0
136,0279-000150-0000003-0001,"[""guys"",""graphic-tees""]","There's no such thing as having too many of your favorite team's tees. This black jersey knit t-shirt features a geo Chicago Bulls logo in a cool gold foil print. Finished with short sleeves and a ribbed knit crewneck.
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			Officially licensed by the NBA
			STYLE: 0279-000150-0000003",Geo Golden Foil Chicago Bulls Tee,0.0,37.0,53.0,86.0
137,0279-000150-0001236-0010,"[""guys"",""graphic-tees""]","Gear up because the season starts sooner than you think. Get ready to represent the Cavs in this courtside-worthy tee, featuring a marble printed block at the front with the team logo at the center. Short sleeved and complete with a crewneck.
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			Officially licensed by the NBA
			STYLE: 0279-000150-0001236",Marbled Cleveland Cavaliers Tee,14.0,34.0,31.0,30.0
138,0284-000962-0005148,"[""uncategorised""]","Medium wash slim cuffed jean with distressing, sandblasting, baked creases, and cat scratches. Pinched pockets. Low rise, relaxed fit through hips, straight fit through knee.
			CJ Black Premium Denim by rue21
			15 in. leg opening
			100% cotton
			Machine washable
			Model wears size 32/32
			Imported
			STYLE: 0284-000962-0005148",Medium Wash Cuffed Slim Jean,0.0,0.0,0.0,0.0
139,0284-001563-0000051,"[""guys"",""jeans"",""boot""]","A vintage boot cut jean, featuring chevron embroidered trim at the front and back flap pockets. It is complete with baking at the cuffs. Sits on waist. Relaxed through thigh. Flares out slightly from knee.
			Approx. 18 in. leg opening
			85% cotton, 15% polyester
			Machine wash 
			Model wears size 32/32
			Imported
			STYLE: 0284-001563-0000051",Chevron Stitched Boot Jean,2.0,0.0,0.0,0.0
140,0285-000829-0000690,"[""guys"",""jeans"",""skinny""]","Dark and dramatic, this slim jean features an intense, inky-blue coating treatment for a more structured look. Sandblasting, baking and whiskering keep the look from feeling too heavy without detracting from the bold statement.
			CJ Black Premium Denim by rue21
			Sits low on waist
			Slim fit through leg
			Approx. 15 in. leg opening
			PU coated; 75% cotton, 17.5% polyester, 7.5% rayon
			Machine wash
			Model wears size 32/32
			Imported
			STYLE: 0285-000829-0000690",Inky Coated Slim Jean,0.0,0.0,0.0,0.0
141,0287-000829-0001555,"[""guys"",""pants"",""skinny""]","Black soft twill stretch skinny pant. Classic fly & 5 pockets.
			CARBON by rue21
			13.5 in. leg opening
			70% cotton, 27% polyester, 3% spandex
			Machine washable
			Model wears size 32/32
			Imported
			STYLE: 0287-000829-0001555",Black Skinny Twill Pant,0.0,0.0,0.0,0.0
142,0289-000829-0002111,"[""guys"",""pants"",""joggers""]","Looks like a jean, feels like a jogger. Solid twill jogger pant with classic zip fly. Encased elastic cuffs. Front and back pockets.
			12 in. leg opening
			Size Medium has 28 in. inseam
			70% cotton, 27% polyester, 3% spandex
			Machine washable
			Model wears size Medium
			Imported
			STYLE: 0289-000829-0002111",Charcoal Grey Solid Twill Jogger,0.0,0.0,0.0,0.0
143,0289-001669-0000012,"[""guys"",""pants"",""joggers""]","Twill jogger pant with faux leather trim front and back pockets. Faux fly stitching. Paneled elastic waistband and cuffs. Drawstring. Relaxed rise with reinforced gusset.
			Approx. 12 in. leg opening
			Approx. 28 in. inseam
			98% cotton, 2% elastane
			Machine wash
			Model wears size 32
			Imported
			STYLE: 0289-001669-0000012",Charcoal Faux Leather Trim Twill Jogger,1.0,0.0,0.0,0.0
144,0289-001669-0000014,"[""guys"",""pants"",""joggers""]","Twill jogger pant with faux leather trim front and back pockets. Faux fly stitching. Paneled elastic waistband and cuffs. Drawstring. Relaxed rise with reinforced gusset.
			Approx. 12 in. leg opening
			Approx. 28 in. inseam
			98% cotton, 2% elastane
			Machine wash
			Model wears size 30
			Imported
			STYLE: 0289-001669-0000014",Black Faux Leather Trim Twill Jogger,1.0,0.0,0.0,0.0
145,0294-000962-0008522,"[""guys"",""pants"",""joggers""]","The most comfortable, versatile pant of the season, this white jersey jogger features a gray bandana diamond pattern and a relaxed rise for all-day comfort and style.
			Paneled elastic waistband with drawstring
			2 front pockets, 1 back pocket
			Approx. 10 in. leg opening
			Approx. 29 in. inseam
			60% cotton, 40% polyester
			Machine wash
			Model wears size Medium
			imported
			STYLE: 0294-000962-0008522",White & Gray Bandana Diamond Jogger,9.0,16.0,0.0,0.0
146,0294-001669-0000019,"[""guys"",""pants"",""joggers""]","The top contender jogger pant is back with a cool twist: blocked paisley print in small and large patterns. Paneled elastic waistband with drawstring.
			2 front pockets, 1 back pocket
			Approx. 11 in. leg opening
			Approx. 33 in. inseam
			100% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0294-001669-0000019",Heather Grey Paisley Mix Jogger,1.0,0.0,0.0,0.0
147,0294-001675-0000014,"[""uncategorised""]","A stylish zip up jogger decorated with 4 zippered pockets and contrasting colors. Includes an adjustable drawstring waistband and zippered hems.
			Approx. 31 in. inseam
			100% polyester
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0294-001675-0000014",Grey Zip Up Jogger,0.0,0.0,0.0,0.0
148,0295-001669-0000072,"[""guys"",""pants"",""joggers""]","A pant worth bragging about, this comfortable knit jogger is constructed in a slim fit. Features tribal prints at the gusset and pockets before ending in striped trim at the cuffs and waistband.
			Drawstring waist
			2 front pockets; 1 back pocket
			Approx. 12 in. leg opening; approx. 31 in. inseam
			100% polyester
			Model wears size Medium
			Machine wash 
			Imported
			STYLE: 0295-001669-0000072",Black Tribal Print Gusset Jogger,7.0,0.0,0.0,0.0
149,0318-000336-0000001,"[""guys"",""accessories"",""jewelry"",""rings-and-earrings""]","A little bit of shine goes a long way towards pumping up an outfit. This pair of silver tone stud earrings features square cut glass gems for a fresh look.
			Approx. 0.38 in. wide
			Man-made materials
			Imported
			STYLE: 0318-000336-0000001",Square Cut Glass Studs,5.0,16.0,0.0,0.0
150,0326-001299-0001003,"[""guys"",""accessories"",""hats"",""beanies""]","Celebrate the best of the season with an ugly Christmas knit hat, featuring a Fair Isle pattern and a pom pom top.
			Rolled cuff
			Synthetic blend
			Hand wash
			One size fits most
			Imported
			STYLE: 0326-001299-0001003",Green Fair Isle Ugly Christmas Knit Hat,1.0,0.0,0.0,0.0
151,0333-000923-0000106,"[""guys"",""boxers-and-socks"",""socks""]","""Gee, I sure do love boring socks"", said no one, ever. Crew socks designed with an image of the California State Flag with the bear as a gummy. 
			85% polyester, 7% cotton, 8% nylon spandex
			Terry cushion sole
			Machine washable
			One size fits most
			Imported
			STYLE: 0333-000923-0000106",California Gummy Bear Crew Socks,1.0,0.0,0.0,0.0
152,0336-000203-0009436-0001,"[""shoes"",""guys-shoes"",""sneakers""]","Don't leave your feet out on the fun. This canvas sneaker is constructed with a marble printed upper and is complete with a solid stripe across a rubberized sole.
			Fully lined
			Lace up
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0336-000203-0009436",Marbled Canvas Sneaker,0.0,4.0,0.0,0.0
153,0340-001645-0000008,"[""guys"",""boxers-and-socks"",""boxers""]","A classic boxer brief in a tropical flower pattern with black trim. Webbed elastic waistband with flocked logo. Standard front fly. Classic fit.
			CJ Black by rue21
			Longer length
			95% cotton, 5% spandex
			Machine washable
			Model wears size Medium
			Imported
			STYLE: 0340-001645-0000008",Tropical Flower Boxer Brief,0.0,6.0,0.0,0.0
154,0362-000203-0002894,"[""shoes"",""girls-shoes"",""boots"",""riding-boots""]","Kick up some leaves in these trendy knee high boots. Crafted with taupe faux leather, it's outfitted with a metallic zip and buckled straps up the leg.
			Measures 17 in. high
			Lined
			Side zip closure
			Non skid sole
			Man-made materials
			Imported
			STYLE: 0362-000203-0002894",Taupe Buckled Knee High Boot,0.0,0.0,0.0,0.0
155,0362-000818-0002020,"[""shoes"",""girls-shoes"",""boots"",""flat-boots""]","You don't need to be a rodeo expert to enjoy this cute boot. Made with a soft faux suede and featuring 3-layered fringe. This western boot is finished off with a braided strap across the top, accented by metallic studs.
			Approx. 14 in. high
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0362-000818-0002020",Black Faux Suede Fringed Rodeo Boot,10.0,0.0,0.0,0.0
156,0364-000805-0000011,"[""shoes"",""girls-shoes"",""boots"",""heeled-boots""]","Stomp in style in these heeled boots with attitude. Crafted with faux leather, these boot lace up the front and are complete with lug soles.
			By Wild Divaå¨
			Approx. 19 in. high, including 4 in. heel
			Side zip closure
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0364-000805-0000011",Lace-Up Heeled Boot by Wild Divaå¨,12.0,3.0,0.0,0.0
157,0367-000751-0007332,"[""shoes"",""girls-shoes"",""flats""]","The classic flat can accompany almost any outfit. This shoe is constructed with a knit knotted accent at the front, making it subtle enough to rock any day of the week.
			Slip-on
			Non-skid sole
			Man-made materials
			Imported
			STYLE: 0367-000751-0007332",Black Knot Today Flat,9.0,0.0,0.0,0.0
158,0376-000466-0001092,"[""girls"",""jeans"",""curvy-jeans""]","Why settle for the usual when is comes to finding the perfect jean? Crafted with a vintage wash, this curvy jean features embroidered trim and a 2-shank, zip closure. Skinny fit from thigh to knee. Flares out from knee. Sits on waist. 
			twentyone black Denim by rue21
			Contoured waist; lower front with no gap in back
			Approx. 17 in. leg opening
			Approx. 35 in. inseam
			72% cotton, 24% polyester, 2% spandex, 2% other fiber
			Machine wash 
			Model wears size 5/6R
			Imported
			STYLE: 0376-000466-0001092",Vintage Embroidered Slim Boot Jean in Curvy Long,5.0,0.0,0.0,0.0
159,0376-000466-0001896,"[""girls"",""jeans"",""curvy-jeans""]","Medium wash slim boot cut jean with whiskering and sandblasting. Rips and tears. 5 pockets. Mid rise, curvy fit through hip and thigh. Includes faux suede belt with studes and rhinestones.
			twentyone black Curvy Denim by rue21
			17 in. leg opening
			31 in. inseam
			69% cotton, 30% polyester, 1% spandex
			Machine washable
			Model wears size 5/6
			Imported
			STYLE: 0376-000466-0001896",Belted Ripped Slim Boot Jean in Curvy Short,1.0,0.0,0.0,0.0
160,0376-000829-0005311,"[""girls"",""jeans"",""curvy-jeans""]","Classic skinny jean with skinny faux leather belt. 5 pockets. Built with contoured waist and lower front with no gap in back. Fitted through leg.
			twentyone black Curvy Denim by rue21
			Approx. 13 in. leg opening
			Approx. 31 in. inseam
			72% cotton, 26% polyester, 2% spandex
			Machine wash
			Model wears size 5/6
			Imported
			STYLE: 0376-000829-0005311",Grey Belted Skinny Jean In Curvy,1.0,0.0,0.0,0.0
161,0376-001017-0001319,"[""girls"",""jeans"",""curvy-jeans""]","Medium wash slim boot cut jean with Aztec embroidered pockets. Sandblasting and whiskering. Mid rise, curvy fit through hip & thigh.
			twentyone black Curvy Denim by rue21
			17 in. leg opening
			33 in. inseam
			70% cotton, 28% polyester, 2% spandex  
			Machine washable
			Model wears size 5/6
			Imported
			STYLE: 0376-001017-0001319",Aztec Embroidered Slim Boot Jean in Curvy,1.0,0.0,0.0,0.0
162,0376-001017-0001338,"[""girls"",""jeans"",""curvy-jeans""]","Whisker wash roll up skinny jean with thick-stitch embroidered back flap pockets. Dark wash, sandblasting. Higher rise in back & lower rise in front, curvy fit fit through hip & thigh.
			twentyone black Curvy Denim by rue21
			13 in. leg opening
			31 in. inseam
			65% cotton, 34% polyester, 1% spandex
			Machine washable
			Model wears size 5/6
			Imported
			STYLE: 0376-001017-0001338",Roll Up Skinny Jean in Curvy,0.0,0.0,0.0,0.0
163,0376-001017-0001353,"[""girls"",""jeans"",""curvy-jeans""]","Dark wash slim boot cut jean with rhinestone, pyramid stud and embroidered back flap pockets. Thick stitching. Whiskering and sandblasting. Crystal rivets. 4 pockets. Mid rise, curvy fit through hip & thigh. 
			twentyone black Curvy Denim by rue21
			17 in. leg opening
			33 in. inseam
			94% cotton, 4% polyester, 2% spandex  
			Machine washable
			Model wears size 5/6
			Imported
			STYLE: 0376-001017-0001353",Pyramid Whiskered Slim Boot Jean in Curvy,3.0,0.0,0.0,0.0
164,0376-001017-0001459,"[""girls"",""jeans"",""curvy-jeans""]","Crystal wash boot cut jean with rhinestone and pyramid stud embroidered back flap pockets. Classic fly with crystal rivets. 5-pocket construction. Low rise, curvy fit fit through hip & thigh.
			twentyone black Curvy Denim by rue21
			19 in. leg opening
			33 in. inseam
			70% cotton, 28% polyester, 2% spandex  
			Machine washable
			Model wears size 5/6
			Imported
			STYLE: 0376-001017-0001459",Crystal Wash Pyramid Stud Boot Jean in Curvy,0.0,0.0,0.0,0.0
165,0376-001017-0001488,"[""girls"",""jeans"",""curvy-jeans""]","Destroyed boot cut jean with embroidered & diamond-studded back pockets. Baked creases. Classic fly with crystal rivets. 5 pockets. Mid rise, curvy fit fit through hip & thigh.
			twentyone black Curvy Denim by rue21
			19 in. leg opening
			33 in. inseam
			94% cotton, 4% polyester, 2% spandex  
			Machine washable
			Model wears size 5/6
			Imported
			STYLE: 0376-001017-0001488",Dark Blue Destroyed Embroidered Boot Jean In Curvy,1.0,0.0,0.0,0.0
166,0382-001436-0000707,"[""accessories"",""beauty"",""nails""]","Get the professional look of a gel manicure without the salon bill! This specially formulated nail polish features a highly-pigmented formula that wears longer than average and provides a plump, gel-like finish with a super glossy shine.
			ruebeautÌ©! by rue21
			No UV/LED light required
			Chip resistant
			0.47 fl oz / 14 ml
			Not tested on animals
			Manufactured exclusively for rue21
			No air shipment
			Imported
			STYLE: 0382-001436-0000707",Blue Haze Gel FX Nail Polish,12.0,2.0,0.0,0.0
167,0393-000869-0000106,"[""girls"",""bras"",""bandeaus-and-bralettes""]","The classic bralette remodeled! This comfy piece is striped in black and white and features a caged strap back. Complete with removable pads.
			94% nylon, 6% spandex
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0393-000869-0000106",Caged & Striped Bralette,0.0,0.0,0.0,0.0
168,0400-000232-0001909,"[""girls"",""dresses"",""midi-dresses""]","With a chic, slim silhouette and a cozy, relaxed knit, this ribbed sweater tank dress makes the perfect go-to for weekends at the cabin and chilling at the park. A loose rope lace front adds the final laid-back touch.
			53% rayon, 44% polyester, 3% spandex
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0400-000232-0001909",Burgundy Lace Front Ribbed Tank Dress,6.0,8.0,0.0,0.0
169,0400-000768-0009908,"[""girls"",""dresses"",""maxi-dresses""]","This eye-catching maxi dress is designed to make a statement! Made from an airy chiffon, it features a mixed print of tribal and chevron elements. The look is complete with a double-slit hemline and double-sided keyholes at the yoke.
			Lined; half slip
			Body/Lining: 100% polyester
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0400-000768-0009908",Tribal Maxi Halter Dress,7.0,0.0,0.0,0.0
170,0400-000869-0002046,"[""girls"",""dresses"",""midi-dresses""]","Lay back and get comfortable in this casual, semi-sheer knit midi dress. Designed with a ribbed knit body and a racerback tank top, this simple but sophisticated dress makes a great day-to-night piece!
			Built in slip
			60% cotton, 40% rayon
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0400-000869-0002046",Heather Grey Ribbed Tank Midi Dress,8.0,47.0,0.0,0.0
171,0400-000869-0002047,"[""girls"",""dresses"",""midi-dresses""]","Keep it casual in this comfy maxi dress. Made from a cotton blend, ribbed knit and a striped pattern. The look is complete with a raceback and double-sided split seams.
			60% cotton, 40% rayon
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0400-000869-0002047",Black Striped Ribbed Knit Dress,14.0,9.0,0.0,0.0
172,0400-001110-0002733,"[""girls"",""dresses"",""maxi-dresses""]","Crafted from a soft ribbed knit, this flattering maxi dress features a mock neck. The relaxed fit is great for everyday wear and ideal for conforming to your styling choices. Sleeveless and complete with side slits.
			80% polyester, 17% rayon, 3% spandex
			Machine wash 
			Model wears Small
			Imported
			STYLE: 0400-001110-0002733",Charcoal Grey Sleeveless Ribbed Maxi Dress,20.0,0.0,0.0,0.0
173,0400-001110-0004007,"[""girls"",""dresses"",""maxi-dresses""]","Perfect for picnics and get togethers, this gauze maxi dress is going to be a sunny weather favorite. Features a boho-inspired design with a smocked tube top. It's completed with split side seams.
			100% rayon
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0400-001110-0004007",Multi Boho Smocked Tube Maxi Dress,1.0,9.0,0.0,0.0
174,0400-001715-0001014,"[""girls"",""dresses"",""maxi-dresses""]","Get beach ready in this alluring woven maxi dress. With a pretty blue paisley pattern and mermaid hem, this maxi is a favorite. 
			Adjustable straps
			100% rayon
			Machine wash 
			Model wears size Small
			Imported
			STYLE: 0400-001715-0001014",Paisley Mermaid Maxi Dress,6.0,4.0,0.0,0.0
175,0400-001715-0001022,"[""girls"",""dresses"",""maxi-dresses""]","We love the homespun look of this simple and sweet woven sundress, featuring rich cross stitch print with deep blue borders. Cami straps add a delicate finish to this easy-to-wear summer style.
			Encased elastic waistband
			100% rayon
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0400-001715-0001022",Cross Stitch Cami Sundress,1.0,5.0,0.0,0.0
176,0401-000060-0005616,"[""girls"",""dresses"",""mini-dresses""]","Get ready for your day out with this girls in this cute woven sun dress, featuring an allover polka dot pattern. Complete with an elastic back with a hidden zip closure. Pleated at the waist to create a flared skirt.
			Hidden back zip
			Built-in cups
			98% cotton, 2% spandex
			Model wears size Small
			Machine wash 
			Imported
			STYLE: 0401-000060-0005616",Navy Polka Dot Tube Dress,1.0,0.0,0.0,0.0
177,0401-000310-0001332,"[""girls"",""dresses"",""mini-dresses""]","This tempting woven sundress is just in time for the spring flowers! Featuring a pink rose print on top of a folklore-inspired floral pattern. Complete with two side zip pockets.
			Elastic waistband
			100% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0401-000310-0001332",Black Rose Folklore Sundress,3.0,0.0,0.0,0.0
178,0401-001110-0002521,"[""girls"",""dresses"",""mini-dresses""]","This breezy woven sundress comes in a crazy chevron print with pops of turquoise, and features an unique caged racerback. Be sure to show it off with a side braid or bun!
			Paneled elastic waistband
			100% polyester
			Machine wash
			Model wears size Small
			Imported
			STYLE: 0401-001110-0002521",Wild Chevron Caged Racerback Sundress,0.0,0.0,0.0,0.0
